run_regime,fixed_origin,epoch,seed_count,total_hits,total_tested,aggregate_hit_fraction,mean_seed_hit_fraction,seed_hit_fraction_variance,seed_hit_fraction_sd,seed_hit_fraction_q25,seed_hit_fraction_median,seed_hit_fraction_q75
N,R-derived,8900,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,9000,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,9100,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,9200,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,9300,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,9400,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,9500,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,R-derived,9600,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,9700,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,R-derived,9800,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,9900,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,10000,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,R-derived,10100,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,R-derived,10200,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,10300,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,10400,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,10500,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,10600,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,10700,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,R-derived,10800,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,R-derived,10900,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,11000,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,11100,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,11200,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,R-derived,11300,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,R-derived,11400,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,11500,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,11600,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,R-derived,11700,8,3,1048576,2.86102294922e-06,2.86102294922e-06,3.22220980057e-11,5.67645118059e-06,0,0,1.90734863281e-06
N,R-derived,11800,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,11900,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,R-derived,12000,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,12100,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,R-derived,12200,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,12300,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,12400,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,R-derived,12500,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,R-derived,12600,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,12700,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,12800,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,R-derived,12900,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,13000,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,13100,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,13200,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,13300,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,13400,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,R-derived,13500,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,13600,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,13700,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,13800,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,13900,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,14000,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,R-derived,14100,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,14200,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,R-derived,14300,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,14400,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,14500,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,R-derived,14600,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,14700,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,14800,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,14900,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,R-derived,15000,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,R-derived,15100,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,15200,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,15300,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,15400,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,R-derived,15500,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,15600,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,15700,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,15800,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,15900,8,0,1048576,0,0,0,0,0,0,0
N,R-derived,16000,8,0,1048576,0,0,0,0,0,0,0
N,all,100,8,0,1048576,0,0,0,0,0,0,0
N,all,200,8,0,1048576,0,0,0,0,0,0,0
N,all,300,8,7,1048576,6.67572021484e-06,6.67572021484e-06,5.71682383972e-11,7.56096808598e-06,0,7.62939453125e-06,7.62939453125e-06
N,all,400,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,500,8,0,1048576,0,0,0,0,0,0,0
N,all,600,8,0,1048576,0,0,0,0,0,0,0
N,all,700,8,5,1048576,4.76837158203e-06,4.76837158203e-06,3.22220980057e-11,5.67645118059e-06,0,3.81469726562e-06,7.62939453125e-06
N,all,800,8,4,1048576,3.81469726562e-06,3.81469726562e-06,1.6630760261e-11,4.07808291492e-06,0,3.81469726562e-06,7.62939453125e-06
N,all,900,8,5,1048576,4.76837158203e-06,4.76837158203e-06,3.22220980057e-11,5.67645118059e-06,0,3.81469726562e-06,7.62939453125e-06
N,all,1000,8,3,1048576,2.86102294922e-06,2.86102294922e-06,6.54836185277e-11,8.09219491409e-06,0,0,0
N,all,1100,8,0,1048576,0,0,0,0,0,0,0
N,all,1200,8,3,1048576,2.86102294922e-06,2.86102294922e-06,1.55913377447e-11,3.94858680349e-06,0,0,7.62939453125e-06
N,all,1300,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,1400,8,0,1048576,0,0,0,0,0,0,0
N,all,1500,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,1600,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,1700,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,1800,8,4,1048576,3.81469726562e-06,3.81469726562e-06,3.3261520522e-11,5.76728016677e-06,0,0,7.62939453125e-06
N,all,1900,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,2000,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,2100,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,2200,8,0,1048576,0,0,0,0,0,0,0
N,all,2300,8,3,1048576,2.86102294922e-06,2.86102294922e-06,3.22220980057e-11,5.67645118059e-06,0,0,1.90734863281e-06
N,all,2400,8,3,1048576,2.86102294922e-06,2.86102294922e-06,1.55913377447e-11,3.94858680349e-06,0,0,7.62939453125e-06
N,all,2500,8,3,1048576,2.86102294922e-06,2.86102294922e-06,1.55913377447e-11,3.94858680349e-06,0,0,7.62939453125e-06
N,all,2600,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,2700,8,0,1048576,0,0,0,0,0,0,0
N,all,2800,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,2900,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,3000,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,3100,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,3200,8,4,1048576,3.81469726562e-06,3.81469726562e-06,1.6630760261e-11,4.07808291492e-06,0,3.81469726562e-06,7.62939453125e-06
N,all,3300,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,3400,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,3500,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,3600,8,0,1048576,0,0,0,0,0,0,0
N,all,3700,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,3800,8,0,1048576,0,0,0,0,0,0,0
N,all,3900,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,4000,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,4100,8,0,1048576,0,0,0,0,0,0,0
N,all,4200,8,0,1048576,0,0,0,0,0,0,0
N,all,4300,8,3,1048576,2.86102294922e-06,2.86102294922e-06,3.22220980057e-11,5.67645118059e-06,0,0,1.90734863281e-06
N,all,4400,8,3,1048576,2.86102294922e-06,2.86102294922e-06,1.55913377447e-11,3.94858680349e-06,0,0,7.62939453125e-06
N,all,4500,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,4600,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,4700,8,0,1048576,0,0,0,0,0,0,0
N,all,4800,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,4900,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,5000,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,5100,8,5,1048576,4.76837158203e-06,4.76837158203e-06,6.54836185277e-11,8.09219491409e-06,0,0,7.62939453125e-06
N,all,5200,8,2,1048576,1.90734863281e-06,1.90734863281e-06,2.91038304567e-11,5.39479660939e-06,0,0,0
N,all,5300,8,3,1048576,2.86102294922e-06,2.86102294922e-06,1.55913377447e-11,3.94858680349e-06,0,0,7.62939453125e-06
N,all,5400,8,3,1048576,2.86102294922e-06,2.86102294922e-06,1.55913377447e-11,3.94858680349e-06,0,0,7.62939453125e-06
N,all,5500,8,0,1048576,0,0,0,0,0,0,0
N,all,5600,8,4,1048576,3.81469726562e-06,3.81469726562e-06,3.3261520522e-11,5.76728016677e-06,0,0,7.62939453125e-06
N,all,5700,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,5800,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,5900,8,4,1048576,3.81469726562e-06,3.81469726562e-06,1.6630760261e-11,4.07808291492e-06,0,3.81469726562e-06,7.62939453125e-06
N,all,6000,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,6100,8,5,1048576,4.76837158203e-06,4.76837158203e-06,1.55913377447e-11,3.94858680349e-06,0,7.62939453125e-06,7.62939453125e-06
N,all,6200,8,0,1048576,0,0,0,0,0,0,0
N,all,6300,8,4,1048576,3.81469726562e-06,3.81469726562e-06,1.6630760261e-11,4.07808291492e-06,0,3.81469726562e-06,7.62939453125e-06
N,all,6400,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,6500,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,6600,8,2,1048576,1.90734863281e-06,1.90734863281e-06,2.91038304567e-11,5.39479660939e-06,0,0,0
N,all,6700,8,0,1048576,0,0,0,0,0,0,0
N,all,6800,8,3,1048576,2.86102294922e-06,2.86102294922e-06,1.55913377447e-11,3.94858680349e-06,0,0,7.62939453125e-06
N,all,6900,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,7000,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,7100,8,4,1048576,3.81469726562e-06,3.81469726562e-06,3.3261520522e-11,5.76728016677e-06,0,0,7.62939453125e-06
N,all,7200,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,7300,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,7400,8,4,1048576,3.81469726562e-06,3.81469726562e-06,3.3261520522e-11,5.76728016677e-06,0,0,7.62939453125e-06
N,all,7500,8,4,1048576,3.81469726562e-06,3.81469726562e-06,1.6630760261e-11,4.07808291492e-06,0,3.81469726562e-06,7.62939453125e-06
N,all,7600,8,0,1048576,0,0,0,0,0,0,0
N,all,7700,8,5,1048576,4.76837158203e-06,4.76837158203e-06,1.55913377447e-11,3.94858680349e-06,0,7.62939453125e-06,7.62939453125e-06
N,all,7800,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,7900,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,8000,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,8100,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,8200,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,8300,8,0,1048576,0,0,0,0,0,0,0
N,all,8400,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,8500,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,8600,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,8700,8,5,1048576,4.76837158203e-06,4.76837158203e-06,3.22220980057e-11,5.67645118059e-06,0,3.81469726562e-06,7.62939453125e-06
N,all,8800,8,0,1048576,0,0,0,0,0,0,0
N,all,8900,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,9000,8,0,1048576,0,0,0,0,0,0,0
N,all,9100,8,3,1048576,2.86102294922e-06,2.86102294922e-06,3.22220980057e-11,5.67645118059e-06,0,0,1.90734863281e-06
N,all,9200,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,9300,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,9400,8,3,1048576,2.86102294922e-06,2.86102294922e-06,3.22220980057e-11,5.67645118059e-06,0,0,1.90734863281e-06
N,all,9500,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,9600,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,9700,8,3,1048576,2.86102294922e-06,2.86102294922e-06,1.55913377447e-11,3.94858680349e-06,0,0,7.62939453125e-06
N,all,9800,8,0,1048576,0,0,0,0,0,0,0
N,all,9900,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,10000,8,4,1048576,3.81469726562e-06,3.81469726562e-06,3.3261520522e-11,5.76728016677e-06,0,0,7.62939453125e-06
N,all,10100,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,10200,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,10300,8,0,1048576,0,0,0,0,0,0,0
N,all,10400,8,0,1048576,0,0,0,0,0,0,0
N,all,10500,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,10600,8,0,1048576,0,0,0,0,0,0,0
N,all,10700,8,4,1048576,3.81469726562e-06,3.81469726562e-06,3.3261520522e-11,5.76728016677e-06,0,0,7.62939453125e-06
N,all,10800,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,10900,8,0,1048576,0,0,0,0,0,0,0
N,all,11000,8,0,1048576,0,0,0,0,0,0,0
N,all,11100,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,11200,8,3,1048576,2.86102294922e-06,2.86102294922e-06,3.22220980057e-11,5.67645118059e-06,0,0,1.90734863281e-06
N,all,11300,8,3,1048576,2.86102294922e-06,2.86102294922e-06,1.55913377447e-11,3.94858680349e-06,0,0,7.62939453125e-06
N,all,11400,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,11500,8,3,1048576,2.86102294922e-06,2.86102294922e-06,1.55913377447e-11,3.94858680349e-06,0,0,7.62939453125e-06
N,all,11600,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,11700,8,4,1048576,3.81469726562e-06,3.81469726562e-06,6.6523041044e-11,8.15616582985e-06,0,0,1.90734863281e-06
N,all,11800,8,2,1048576,1.90734863281e-06,1.90734863281e-06,2.91038304567e-11,5.39479660939e-06,0,0,0
N,all,11900,8,4,1048576,3.81469726562e-06,3.81469726562e-06,4.9892280783e-11,7.06344680613e-06,0,0,3.81469726562e-06
N,all,12000,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,12100,8,3,1048576,2.86102294922e-06,2.86102294922e-06,1.55913377447e-11,3.94858680349e-06,0,0,7.62939453125e-06
N,all,12200,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,12300,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,12400,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,12500,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,12600,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,12700,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,12800,8,3,1048576,2.86102294922e-06,2.86102294922e-06,1.55913377447e-11,3.94858680349e-06,0,0,7.62939453125e-06
N,all,12900,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,13000,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,13100,8,0,1048576,0,0,0,0,0,0,0
N,all,13200,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,13300,8,4,1048576,3.81469726562e-06,3.81469726562e-06,1.6630760261e-11,4.07808291492e-06,0,3.81469726562e-06,7.62939453125e-06
N,all,13400,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,13500,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,13600,8,3,1048576,2.86102294922e-06,2.86102294922e-06,3.22220980057e-11,5.67645118059e-06,0,0,1.90734863281e-06
N,all,13700,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,13800,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,13900,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,14000,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,14100,8,3,1048576,2.86102294922e-06,2.86102294922e-06,1.55913377447e-11,3.94858680349e-06,0,0,7.62939453125e-06
N,all,14200,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,14300,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,14400,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,14500,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,14600,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,14700,8,3,1048576,2.86102294922e-06,2.86102294922e-06,1.55913377447e-11,3.94858680349e-06,0,0,7.62939453125e-06
N,all,14800,8,0,1048576,0,0,0,0,0,0,0
N,all,14900,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,15000,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
N,all,15100,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,15200,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
N,all,15300,8,0,1048576,0,0,0,0,0,0,0
N,all,15400,8,4,1048576,3.81469726562e-06,3.81469726562e-06,1.6630760261e-11,4.07808291492e-06,0,3.81469726562e-06,7.62939453125e-06
N,all,15500,8,3,1048576,2.86102294922e-06,2.86102294922e-06,3.22220980057e-11,5.67645118059e-06,0,0,1.90734863281e-06
N,all,15600,8,0,1048576,0,0,0,0,0,0,0
N,all,15700,8,2,1048576,1.90734863281e-06,1.90734863281e-06,2.91038304567e-11,5.39479660939e-06,0,0,0
N,all,15800,8,0,1048576,0,0,0,0,0,0,0
N,all,15900,8,3,1048576,2.86102294922e-06,2.86102294922e-06,1.55913377447e-11,3.94858680349e-06,0,0,7.62939453125e-06
N,all,16000,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
R,N-derived,100,8,2,1048576,1.90734863281e-06,1.90734863281e-06,2.91038304567e-11,5.39479660939e-06,0,0,0
R,N-derived,200,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
R,N-derived,300,8,0,1048576,0,0,0,0,0,0,0
R,N-derived,400,8,0,1048576,0,0,0,0,0,0,0
R,N-derived,500,8,0,1048576,0,0,0,0,0,0,0
R,N-derived,600,8,0,1048576,0,0,0,0,0,0,0
R,N-derived,700,8,0,1048576,0,0,0,0,0,0,0
R,N-derived,800,8,0,1048576,0,0,0,0,0,0,0
R,N-derived,900,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
R,N-derived,1000,8,0,1048576,0,0,0,0,0,0,0
R,N-derived,1100,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
R,N-derived,1200,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
R,N-derived,1300,8,0,1048576,0,0,0,0,0,0,0
R,N-derived,1400,8,0,1048576,0,0,0,0,0,0,0
R,N-derived,1500,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
R,N-derived,1600,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
R,N-derived,1700,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
R,N-derived,1800,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
R,N-derived,1900,8,3,1048576,2.86102294922e-06,2.86102294922e-06,1.55913377447e-11,3.94858680349e-06,0,0,7.62939453125e-06
R,N-derived,2000,8,1,1048576,9.53674316406e-07,9.53674316406e-07,7.27595761418e-12,2.6973983047e-06,0,0,0
R,N-derived,2100,8,4,1048576,3.81469726562e-06,3.81469726562e-06,1.6630760261e-11,4.07808291492e-06,0,3.81469726562e-06,7.62939453125e-06
R,N-derived,2200,8,3,1048576,2.86102294922e-06,2.86102294922e-06,1.55913377447e-11,3.94858680349e-06,0,0,7.62939453125e-06
R,N-derived,2300,8,2,1048576,1.90734863281e-06,1.90734863281e-06,1.24730701957e-11,3.53172340306e-06,0,0,1.90734863281e-06
R,N-derived,2400,8,3,1048576,2.86102294922e-06,2.86102294922e-06,1.55913377447e-11,3.94858680349e-06,0,0,7.62939453125e-06
